actual,predicted,recommendation
3.06,3.06406,High usage - reduce load
3.056,3.055680000000001,High usage - reduce load
3.044,3.044600000000003,High usage - reduce load
3.058,3.0563200000000017,High usage - reduce load
3.104,3.1044600000000004,High usage - reduce load
3.142,3.129899999999999,High usage - reduce load
3.146,3.147239999999998,High usage - reduce load
3.114,3.117180000000002,High usage - reduce load
3.068,3.0678600000000014,High usage - reduce load
2.354,2.354959999999999,High usage - reduce load
2.024,2.0177400000000008,High usage - reduce load
2.028,2.0129199999999994,High usage - reduce load
2.046,2.0435800000000017,High usage - reduce load
2.018,2.0175399999999994,High usage - reduce load
2.004,2.006340000000001,High usage - reduce load
2.0,1.9991000000000008,Moderate usage - monitor
2.01,2.0076999999999994,High usage - reduce load
1.22,1.2036599999999995,Moderate usage - monitor
0.854,0.8392000000000001,Low usage - normal
0.736,0.7398,Low usage - normal
0.732,0.7258200000000007,Low usage - normal
0.728,0.7280399999999999,Low usage - normal
0.728,0.7278200000000001,Low usage - normal
0.732,0.7305799999999998,Low usage - normal
0.738,0.7359999999999997,Low usage - normal
0.656,0.65716,Low usage - normal
0.652,0.6514000000000004,Low usage - normal
0.704,0.7046199999999998,Low usage - normal
0.726,0.7250399999999998,Low usage - normal
0.73,0.7286399999999995,Low usage - normal
0.75,0.7484999999999998,Low usage - normal
0.722,0.72316,Low usage - normal
0.726,0.7260799999999995,Low usage - normal
0.72,0.7209799999999997,Low usage - normal
0.716,0.7170800000000007,Low usage - normal
0.716,0.7162199999999999,Low usage - normal
0.722,0.7209399999999998,Low usage - normal
0.802,0.7976799999999994,Low usage - normal
1.494,1.4772,Moderate usage - monitor
1.576,1.5830199999999996,Moderate usage - monitor
2.772,2.7718799999999986,High usage - reduce load
2.464,2.45384,High usage - reduce load
2.84,2.861399999999999,High usage - reduce load
2.13,2.1354399999999996,High usage - reduce load
2.014,2.014520000000001,High usage - reduce load
1.842,1.8489799999999994,Moderate usage - monitor
1.622,1.6283999999999994,Moderate usage - monitor
1.442,1.4391199999999995,Moderate usage - monitor
1.398,1.3955200000000003,Moderate usage - monitor
1.346,1.345899999999998,Moderate usage - monitor
1.174,1.1754200000000004,Moderate usage - monitor
1.008,1.0056800000000008,Moderate usage - monitor
1.004,1.00444,Moderate usage - monitor
1.004,1.0034800000000008,Moderate usage - monitor
1.026,1.0240000000000007,Moderate usage - monitor
1.11,1.11502,Moderate usage - monitor
1.106,1.1077599999999992,Moderate usage - monitor
1.102,1.1041399999999995,Moderate usage - monitor
1.108,1.106079999999999,Moderate usage - monitor
1.144,1.1445400000000006,Moderate usage - monitor
1.096,1.0972400000000002,Moderate usage - monitor
1.068,1.069099999999999,Moderate usage - monitor
1.03,1.0325000000000006,Moderate usage - monitor
1.036,1.037700000000001,Moderate usage - monitor
1.03,1.030800000000001,Moderate usage - monitor
1.112,1.1121400000000004,Moderate usage - monitor
1.634,1.63956,Moderate usage - monitor
1.664,1.6417400000000004,Moderate usage - monitor
1.682,1.680480000000001,Moderate usage - monitor
1.68,1.6785799999999997,Moderate usage - monitor
1.102,1.12416,Moderate usage - monitor
1.09,1.0899799999999997,Moderate usage - monitor
1.09,1.09024,Moderate usage - monitor
1.09,1.0899800000000013,Moderate usage - monitor
1.084,1.085759999999999,Moderate usage - monitor
1.046,1.0445000000000007,Moderate usage - monitor
0.994,0.99732,Low usage - normal
0.988,0.9881999999999997,Low usage - normal
0.988,0.98732,Low usage - normal
1.676,1.6707999999999996,Moderate usage - monitor
3.878,3.8089999999999993,High usage - reduce load
3.95,3.939640000000001,High usage - reduce load
2.466,2.471960000000002,High usage - reduce load
1.204,1.12802,Moderate usage - monitor
1.018,1.0615199999999998,Moderate usage - monitor
1.04,1.028140000000001,Moderate usage - monitor
1.038,1.0396200000000004,Moderate usage - monitor
1.036,1.03642,Moderate usage - monitor
1.034,1.0341000000000014,Moderate usage - monitor
1.03,1.0309399999999995,Moderate usage - monitor
1.026,1.0268000000000002,Moderate usage - monitor
1.028,1.0277600000000002,Moderate usage - monitor
1.02,1.0209,Moderate usage - monitor
1.018,1.0185000000000004,Moderate usage - monitor
1.066,1.0572600000000012,Moderate usage - monitor
1.096,1.0936200000000003,Moderate usage - monitor
1.1,1.1031399999999996,Moderate usage - monitor
1.096,1.096440000000001,Moderate usage - monitor
1.09,1.0914999999999997,Moderate usage - monitor
1.044,1.0411000000000008,Moderate usage - monitor
0.972,0.9777399999999997,Low usage - normal
0.962,0.9659199999999999,Low usage - normal
0.96,0.959059999999999,Low usage - normal
0.96,0.9603999999999993,Low usage - normal
0.958,0.9581799999999993,Low usage - normal
0.966,0.96428,Low usage - normal
1.138,1.1314799999999996,Moderate usage - monitor
1.15,1.1562399999999997,Moderate usage - monitor
1.208,1.2070799999999993,Moderate usage - monitor
1.276,1.2676000000000003,Moderate usage - monitor
1.404,1.4012599999999993,Moderate usage - monitor
1.464,1.4575199999999995,Moderate usage - monitor
1.422,1.4245399999999997,Moderate usage - monitor
1.386,1.3867999999999998,Moderate usage - monitor
1.39,1.3887,Moderate usage - monitor
1.392,1.3919999999999986,Moderate usage - monitor
1.39,1.3899799999999993,Moderate usage - monitor
1.402,1.4018600000000006,Moderate usage - monitor
1.394,1.3941000000000023,Moderate usage - monitor
1.404,1.4037999999999986,Moderate usage - monitor
1.296,1.2978400000000014,Moderate usage - monitor
1.284,1.29006,Moderate usage - monitor
1.282,1.2816,Moderate usage - monitor
1.28,1.280000000000001,Moderate usage - monitor
1.288,1.2884999999999998,Moderate usage - monitor
1.292,1.2919200000000013,Moderate usage - monitor
1.238,1.2382599999999995,Moderate usage - monitor
1.206,1.2057200000000003,Moderate usage - monitor
1.134,1.138700000000001,Moderate usage - monitor
1.042,1.0569199999999994,Moderate usage - monitor
1.044,1.0449600000000003,Moderate usage - monitor
1.044,1.0440599999999998,Moderate usage - monitor
1.048,1.046220000000001,Moderate usage - monitor
1.046,1.0465600000000004,Moderate usage - monitor
1.088,1.0885200000000002,Moderate usage - monitor
1.414,1.4215399999999994,Moderate usage - monitor
3.18,3.154719999999999,High usage - reduce load
3.016,3.003659999999999,High usage - reduce load
3.798,3.8158400000000023,High usage - reduce load
5.778,5.570980000000002,High usage - reduce load
5.282,5.296059999999999,High usage - reduce load
5.928,5.911240000000001,High usage - reduce load
5.864,5.85364,High usage - reduce load
5.684,5.729640000000001,High usage - reduce load
6.134,6.137599999999999,High usage - reduce load
6.758,6.679899999999998,High usage - reduce load
6.628,6.643119999999999,High usage - reduce load
6.472,6.52906,High usage - reduce load
6.498,6.4975999999999985,High usage - reduce load
6.524,6.521060000000001,High usage - reduce load
6.54,6.53862,High usage - reduce load
6.546,6.574480000000001,High usage - reduce load
6.502,6.508339999999999,High usage - reduce load
6.532,6.513539999999997,High usage - reduce load
6.492,6.5061199999999975,High usage - reduce load
6.508,6.515359999999998,High usage - reduce load
4.576,4.659779999999999,High usage - reduce load
4.04,4.077339999999998,High usage - reduce load
4.98,5.01606,High usage - reduce load
4.504,4.501859999999996,High usage - reduce load
4.266,4.253660000000002,High usage - reduce load
3.486,3.5022400000000022,High usage - reduce load
4.5,4.521600000000001,High usage - reduce load
4.232,4.245539999999997,High usage - reduce load
3.454,3.452680000000003,High usage - reduce load
4.506,4.50912,High usage - reduce load
3.524,3.5836200000000016,High usage - reduce load
4.08,4.084220000000001,High usage - reduce load
3.972,3.965160000000002,High usage - reduce load
3.682,3.6843599999999985,High usage - reduce load
4.196,4.267799999999997,High usage - reduce load
3.546,3.547359999999999,High usage - reduce load
3.606,3.5588800000000003,High usage - reduce load
2.728,2.720799999999999,High usage - reduce load
2.952,2.97274,High usage - reduce load
2.9,2.900079999999999,High usage - reduce load
2.766,2.7735400000000006,High usage - reduce load
2.796,2.7911600000000014,High usage - reduce load
2.532,2.5352600000000023,High usage - reduce load
2.196,2.2215000000000003,High usage - reduce load
2.046,2.0575600000000023,High usage - reduce load
1.928,1.933379999999999,Moderate usage - monitor
1.94,1.9403800000000002,Moderate usage - monitor
1.932,1.931259999999999,Moderate usage - monitor
2.074,2.0730400000000015,High usage - reduce load
2.016,2.0148800000000007,High usage - reduce load
1.96,1.9621799999999987,Moderate usage - monitor
1.888,1.8943000000000014,Moderate usage - monitor
0.906,0.9154000000000001,Low usage - normal
0.888,0.8818600000000001,Low usage - normal
0.894,0.8970800000000007,Low usage - normal
0.87,0.8711600000000002,Low usage - normal
0.89,0.8864800000000004,Low usage - normal
0.876,0.8734000000000001,Low usage - normal
0.886,0.8884800000000004,Low usage - normal
0.842,0.8417599999999997,Low usage - normal
0.806,0.8089200000000004,Low usage - normal
0.806,0.8045200000000002,Low usage - normal
0.786,0.7870600000000009,Low usage - normal
0.854,0.8469599999999998,Low usage - normal
1.332,1.3296800000000002,Moderate usage - monitor
1.294,1.3147399999999996,Moderate usage - monitor
1.202,1.2149999999999999,Moderate usage - monitor
1.068,1.0683799999999999,Moderate usage - monitor
0.594,0.6180600000000003,Low usage - normal
0.614,0.59482,Low usage - normal
0.536,0.5333600000000004,Low usage - normal
0.552,0.5476199999999998,Low usage - normal
0.616,0.6153800000000001,Low usage - normal
0.608,0.6110399999999998,Low usage - normal
0.53,0.53118,Low usage - normal
0.482,0.4803600000000002,Low usage - normal
0.466,0.46662000000000026,Low usage - normal
0.484,0.4850599999999999,Low usage - normal
0.462,0.4636,Low usage - normal
0.478,0.47826000000000024,Low usage - normal
0.456,0.4577800000000001,Low usage - normal
0.472,0.4728799999999992,Low usage - normal
0.456,0.4548600000000002,Low usage - normal
0.466,0.46625999999999995,Low usage - normal
0.354,0.35479999999999995,Low usage - normal
0.372,0.3674999999999997,Low usage - normal
0.352,0.35162000000000015,Low usage - normal
0.372,0.3709599999999999,Low usage - normal
0.354,0.35311999999999977,Low usage - normal
0.37,0.37039999999999984,Low usage - normal
0.366,0.3643799999999999,Low usage - normal
0.358,0.3578199999999999,Low usage - normal
0.34,0.3400999999999999,Low usage - normal
0.258,0.26067999999999986,Low usage - normal
0.276,0.27408000000000005,Low usage - normal
0.26,0.25960000000000033,Low usage - normal
0.278,0.2786399999999999,Low usage - normal
0.258,0.2580399999999995,Low usage - normal
0.278,0.2782599999999999,Low usage - normal
0.258,0.25849999999999973,Low usage - normal
0.276,0.27599999999999986,Low usage - normal
0.256,0.25602000000000014,Low usage - normal
0.274,0.2742400000000005,Low usage - normal
0.256,0.2556200000000002,Low usage - normal
0.454,0.46131999999999995,Low usage - normal
0.456,0.4568000000000004,Low usage - normal
0.466,0.4662600000000006,Low usage - normal
0.454,0.4538200000000003,Low usage - normal
0.484,0.4823200000000001,Low usage - normal
0.53,0.5309199999999998,Low usage - normal
0.538,0.5393200000000001,Low usage - normal
0.53,0.5315000000000001,Low usage - normal
0.352,0.35618,Low usage - normal
0.338,0.34327999999999986,Low usage - normal
0.342,0.3410600000000001,Low usage - normal
0.348,0.3474799999999999,Low usage - normal
0.328,0.32847999999999955,Low usage - normal
0.346,0.3460599999999998,Low usage - normal
0.328,0.32787999999999967,Low usage - normal
0.346,0.3459199999999999,Low usage - normal
0.326,0.3260000000000003,Low usage - normal
0.344,0.34344000000000025,Low usage - normal
0.326,0.3259400000000003,Low usage - normal
0.39,0.38936000000000015,Low usage - normal
0.368,0.36696000000000006,Low usage - normal
0.38,0.38051999999999997,Low usage - normal
0.362,0.3614399999999997,Low usage - normal
0.378,0.37816000000000005,Low usage - normal
0.358,0.35806,Low usage - normal
0.376,0.3760000000000001,Low usage - normal
0.356,0.35576000000000063,Low usage - normal
0.372,0.37233999999999995,Low usage - normal
0.354,0.35321999999999976,Low usage - normal
0.372,0.37168,Low usage - normal
0.356,0.35419999999999946,Low usage - normal
0.374,0.3747200000000001,Low usage - normal
0.354,0.3545399999999998,Low usage - normal
0.372,0.3719799999999999,Low usage - normal
0.352,0.35178000000000004,Low usage - normal
0.372,0.3706399999999999,Low usage - normal
0.356,0.3554399999999996,Low usage - normal
0.372,0.37145999999999985,Low usage - normal
0.356,0.35600000000000015,Low usage - normal
0.318,0.3154599999999998,Low usage - normal
0.272,0.26867999999999986,Low usage - normal
0.266,0.26727999999999974,Low usage - normal
0.276,0.27531999999999995,Low usage - normal
0.26,0.25967999999999986,Low usage - normal
0.276,0.27607999999999977,Low usage - normal
0.26,0.2590399999999996,Low usage - normal
0.278,0.2782599999999998,Low usage - normal
0.262,0.2618400000000002,Low usage - normal
0.282,0.28142000000000006,Low usage - normal
0.262,0.2621600000000003,Low usage - normal
0.282,0.28176000000000007,Low usage - normal
0.264,0.26401999999999964,Low usage - normal
0.28,0.2805600000000003,Low usage - normal
0.286,0.2833000000000002,Low usage - normal
0.36,0.3576199999999999,Low usage - normal
0.34,0.33884000000000003,Low usage - normal
0.36,0.3597999999999997,Low usage - normal
0.34,0.3399600000000001,Low usage - normal
0.356,0.3566600000000004,Low usage - normal
0.334,0.3347999999999997,Low usage - normal
0.35,0.35012000000000065,Low usage - normal
0.33,0.3298599999999992,Low usage - normal
0.346,0.3460999999999998,Low usage - normal
0.326,0.32608000000000026,Low usage - normal
0.344,0.34344000000000025,Low usage - normal
0.322,0.32211999999999946,Low usage - normal
0.34,0.34025999999999995,Low usage - normal
0.276,0.2783800000000001,Low usage - normal
0.274,0.2740199999999999,Low usage - normal
0.258,0.25803999999999955,Low usage - normal
0.358,0.3583599999999998,Low usage - normal
0.382,0.3788000000000001,Low usage - normal
0.366,0.36833999999999983,Low usage - normal
0.38,0.3809000000000003,Low usage - normal
0.362,0.3601399999999998,Low usage - normal
0.378,0.37810000000000005,Low usage - normal
0.358,0.3583999999999999,Low usage - normal
0.374,0.3743199999999998,Low usage - normal
0.352,0.3529399999999999,Low usage - normal
0.37,0.36989999999999995,Low usage - normal
0.352,0.3516000000000002,Low usage - normal
0.366,0.3670399999999997,Low usage - normal
0.35,0.34925999999999974,Low usage - normal
0.366,0.36561999999999983,Low usage - normal
0.348,0.34779999999999966,Low usage - normal
0.368,0.36665999999999976,Low usage - normal
0.348,0.3481399999999997,Low usage - normal
0.368,0.3674599999999997,Low usage - normal
0.35,0.3496800000000004,Low usage - normal
0.368,0.36751999999999974,Low usage - normal
0.278,0.28108,Low usage - normal
0.274,0.2747600000000001,Low usage - normal
0.256,0.25600000000000006,Low usage - normal
0.276,0.27515999999999985,Low usage - normal
0.258,0.2580199999999997,Low usage - normal
0.278,0.27801999999999966,Low usage - normal
0.258,0.25803999999999944,Low usage - normal
0.274,0.27418000000000053,Low usage - normal
0.256,0.2565000000000001,Low usage - normal
0.274,0.27360000000000023,Low usage - normal
0.264,0.26340000000000013,Low usage - normal
0.27,0.26965999999999996,Low usage - normal
0.306,0.3010799999999999,Low usage - normal
0.336,0.33665999999999985,Low usage - normal
0.352,0.35329999999999984,Low usage - normal
0.484,0.48030000000000017,Low usage - normal
0.918,0.9339399999999998,Low usage - normal
0.91,0.9116200000000003,Low usage - normal
0.952,0.9524999999999996,Low usage - normal
0.65,0.6489399999999997,Low usage - normal
0.346,0.3304200000000001,Low usage - normal
0.326,0.33314000000000005,Low usage - normal
0.344,0.3431800000000002,Low usage - normal
0.324,0.3240000000000007,Low usage - normal
0.342,0.34199999999999947,Low usage - normal
0.284,0.28486000000000006,Low usage - normal
0.274,0.2731599999999999,Low usage - normal
0.256,0.25651999999999997,Low usage - normal
0.274,0.27350000000000013,Low usage - normal
0.258,0.2582199999999999,Low usage - normal
0.276,0.27584,Low usage - normal
0.304,0.3008799999999999,Low usage - normal
0.388,0.38750000000000023,Low usage - normal
0.366,0.37145999999999985,Low usage - normal
0.384,0.38300000000000006,Low usage - normal
0.364,0.36394,Low usage - normal
0.382,0.38194000000000017,Low usage - normal
0.362,0.3619799999999995,Low usage - normal
0.376,0.3771,Low usage - normal
0.358,0.3579200000000003,Low usage - normal
0.376,0.37592,Low usage - normal
0.364,0.3634399999999997,Low usage - normal
0.362,0.36273999999999984,Low usage - normal
0.37,0.36973999999999974,Low usage - normal
0.352,0.3537800000000002,Low usage - normal
0.37,0.36953999999999987,Low usage - normal
0.35,0.3502000000000005,Low usage - normal
0.37,0.3690999999999998,Low usage - normal
0.35,0.35036000000000017,Low usage - normal
0.368,0.3681199999999998,Low usage - normal
0.352,0.3513800000000002,Low usage - normal
0.288,0.2877400000000001,Low usage - normal
0.258,0.2583800000000002,Low usage - normal
0.28,0.2772999999999999,Low usage - normal
0.26,0.25994000000000034,Low usage - normal
0.278,0.27801999999999966,Low usage - normal
0.26,0.2601400000000004,Low usage - normal
0.278,0.27823999999999977,Low usage - normal
0.26,0.26020000000000043,Low usage - normal
0.276,0.2773999999999997,Low usage - normal
0.258,0.2580799999999995,Low usage - normal
0.324,0.32348000000000016,Low usage - normal
0.336,0.33525999999999984,Low usage - normal
0.356,0.35857999999999984,Low usage - normal
0.336,0.33615999999999935,Low usage - normal
0.354,0.3539999999999994,Low usage - normal
0.334,0.33399999999999985,Low usage - normal
0.346,0.34804,Low usage - normal
0.328,0.32805999999999974,Low usage - normal
0.348,0.3480799999999997,Low usage - normal
0.328,0.32845999999999953,Low usage - normal
0.346,0.3460199999999998,Low usage - normal
0.34,0.33918000000000004,Low usage - normal
0.316,0.3138799999999998,Low usage - normal
0.276,0.2744400000000002,Low usage - normal
0.256,0.2549599999999998,Low usage - normal
0.276,0.27589999999999987,Low usage - normal
0.256,0.2569199999999998,Low usage - normal
0.274,0.2739600000000004,Low usage - normal
0.258,0.2581799999999998,Low usage - normal
0.276,0.2758999999999999,Low usage - normal
0.256,0.25689999999999985,Low usage - normal
0.324,0.3219000000000002,Low usage - normal
0.366,0.36429999999999985,Low usage - normal
0.382,0.38300000000000006,Low usage - normal
0.362,0.3626799999999999,Low usage - normal
0.38,0.3800000000000001,Low usage - normal
0.362,0.3619599999999995,Low usage - normal
0.378,0.37834,Low usage - normal
0.358,0.35794000000000004,Low usage - normal
0.376,0.3759600000000001,Low usage - normal
0.356,0.35576000000000063,Low usage - normal
0.374,0.3740999999999999,Low usage - normal
0.352,0.3520999999999999,Low usage - normal
0.37,0.37015999999999993,Low usage - normal
0.352,0.35154000000000024,Low usage - normal
0.37,0.3696799999999999,Low usage - normal
0.352,0.3515600000000002,Low usage - normal
0.37,0.3696799999999999,Low usage - normal
0.352,0.3515600000000002,Low usage - normal
0.37,0.3696799999999999,Low usage - normal
0.354,0.3528199999999999,Low usage - normal
0.274,0.2745999999999998,Low usage - normal
0.276,0.27476,Low usage - normal
0.258,0.25776,Low usage - normal
0.276,0.27591999999999983,Low usage - normal
0.26,0.2594200000000002,Low usage - normal
0.28,0.27920000000000006,Low usage - normal
0.304,0.30227999999999966,Low usage - normal
0.36,0.35778000000000026,Low usage - normal
0.344,0.34634,Low usage - normal
0.448,0.44564000000000015,Low usage - normal
0.414,0.42312,Low usage - normal
0.434,0.43327999999999983,Low usage - normal
0.416,0.41568000000000005,Low usage - normal
0.432,0.4325800000000002,Low usage - normal
0.412,0.4123199999999997,Low usage - normal
0.428,0.42787999999999976,Low usage - normal
0.41,0.4095199999999998,Low usage - normal
0.43,0.42889999999999995,Low usage - normal
0.412,0.41115999999999964,Low usage - normal
0.432,0.43199999999999994,Low usage - normal
0.408,0.4090799999999997,Low usage - normal
0.36,0.3608599999999999,Low usage - normal
0.342,0.3401800000000001,Low usage - normal
0.362,0.3617799999999997,Low usage - normal
0.344,0.3427999999999997,Low usage - normal
0.36,0.36011999999999955,Low usage - normal
0.34,0.3406199999999998,Low usage - normal
0.358,0.35792,Low usage - normal
0.338,0.33810000000000023,Low usage - normal
0.356,0.35600000000000087,Low usage - normal
0.346,0.3453800000000002,Low usage - normal
0.38,0.38020000000000004,Low usage - normal
0.468,0.46664,Low usage - normal
0.446,0.44776000000000027,Low usage - normal
0.46,0.46162000000000064,Low usage - normal
0.442,0.44196000000000013,Low usage - normal
0.456,0.45671999999999996,Low usage - normal
0.436,0.4356999999999999,Low usage - normal
0.454,0.45398000000000044,Low usage - normal
0.432,0.43315999999999993,Low usage - normal
0.448,0.4486600000000002,Low usage - normal
0.428,0.4286199999999998,Low usage - normal
0.446,0.44561999999999996,Low usage - normal
0.428,0.4272799999999999,Low usage - normal
0.446,0.44583999999999996,Low usage - normal
0.428,0.42731999999999987,Low usage - normal
0.444,0.44499999999999984,Low usage - normal
0.422,0.4233199999999996,Low usage - normal
0.442,0.4406199999999999,Low usage - normal
0.422,0.42175999999999975,Low usage - normal
0.424,0.42423999999999973,Low usage - normal
0.33,0.32737999999999995,Low usage - normal
0.346,0.3404800000000002,Low usage - normal
0.328,0.3280399999999997,Low usage - normal
0.348,0.3481199999999997,Low usage - normal
0.33,0.3299999999999991,Low usage - normal
0.35,0.3499200000000006,Low usage - normal
0.332,0.3319000000000004,Low usage - normal
0.406,0.40582,Low usage - normal
0.408,0.40703999999999974,Low usage - normal
0.426,0.4264599999999997,Low usage - normal
0.422,0.42236000000000035,Low usage - normal
0.416,0.41555999999999976,Low usage - normal
0.426,0.42341999999999946,Low usage - normal
0.402,0.4023600000000001,Low usage - normal
0.418,0.41839999999999966,Low usage - normal
0.4,0.3997399999999994,Low usage - normal
0.418,0.41747999999999946,Low usage - normal
0.398,0.3981200000000004,Low usage - normal
0.416,0.41611999999999955,Low usage - normal
0.338,0.33441999999999966,Low usage - normal
0.344,0.34393999999999975,Low usage - normal
0.326,0.32530000000000037,Low usage - normal
0.344,0.3439800000000005,Low usage - normal
0.326,0.32612000000000024,Low usage - normal
0.344,0.34400000000000047,Low usage - normal
0.326,0.32612000000000024,Low usage - normal
0.348,0.34667999999999977,Low usage - normal
0.328,0.32789999999999986,Low usage - normal
0.348,0.34761999999999965,Low usage - normal
0.328,0.3282199999999996,Low usage - normal
0.344,0.3443800000000003,Low usage - normal
0.748,0.7478600000000002,Low usage - normal
1.022,1.00936,Moderate usage - monitor
1.026,1.0362600000000004,Moderate usage - monitor
1.03,1.027860000000001,Moderate usage - monitor
0.43,0.4347200000000003,Low usage - normal
0.45,0.43476000000000015,Low usage - normal
0.43,0.4291599999999998,Low usage - normal
0.45,0.44946000000000064,Low usage - normal
0.428,0.4288799999999997,Low usage - normal
0.444,0.4448200000000002,Low usage - normal
0.44,0.4393800000000001,Low usage - normal
0.428,0.4284599999999999,Low usage - normal
0.442,0.43970000000000004,Low usage - normal
0.424,0.4241599999999997,Low usage - normal
0.442,0.4416800000000002,Low usage - normal
0.424,0.42405999999999966,Low usage - normal
0.442,0.44176000000000015,Low usage - normal
0.422,0.42191999999999974,Low usage - normal
0.44,0.44001999999999986,Low usage - normal
0.404,0.4075199999999999,Low usage - normal
0.28,0.28451999999999994,Low usage - normal
0.262,0.26642,Low usage - normal
0.28,0.28004000000000007,Low usage - normal
0.26,0.2601200000000005,Low usage - normal
0.28,0.28052000000000027,Low usage - normal
0.262,0.26158000000000037,Low usage - normal
0.322,0.3218,Low usage - normal
0.338,0.33929999999999977,Low usage - normal
0.354,0.3527000000000001,Low usage - normal
0.338,0.3371799999999998,Low usage - normal
0.354,0.3540799999999997,Low usage - normal
0.334,0.33427999999999986,Low usage - normal
0.352,0.35198,Low usage - normal
0.33,0.33011999999999925,Low usage - normal
0.346,0.3462799999999998,Low usage - normal
0.326,0.3261000000000003,Low usage - normal
0.344,0.34344000000000025,Low usage - normal
0.326,0.3260400000000003,Low usage - normal
0.292,0.29272000000000015,Low usage - normal
0.266,0.26516,Low usage - normal
0.274,0.2720600000000001,Low usage - normal
0.28,0.2774599999999998,Low usage - normal
0.262,0.26242000000000026,Low usage - normal
0.28,0.28004000000000023,Low usage - normal
0.26,0.2601200000000005,Low usage - normal
0.28,0.28052000000000027,Low usage - normal
0.26,0.2600400000000005,Low usage - normal
0.28,0.2808200000000002,Low usage - normal
0.258,0.25936000000000015,Low usage - normal
0.278,0.27795999999999965,Low usage - normal
0.256,0.2563000000000001,Low usage - normal
0.276,0.2754200000000001,Low usage - normal
0.346,0.3434599999999998,Low usage - normal
0.388,0.38720000000000016,Low usage - normal
0.364,0.36655999999999994,Low usage - normal
0.382,0.38176000000000004,Low usage - normal
0.36,0.36049999999999954,Low usage - normal
0.38,0.37944000000000017,Low usage - normal
0.362,0.36203999999999953,Low usage - normal
0.376,0.3776400000000001,Low usage - normal
0.356,0.3561200000000002,Low usage - normal
0.374,0.3740399999999999,Low usage - normal
0.356,0.3552800000000003,Low usage - normal
0.374,0.3740400000000001,Low usage - normal
0.354,0.3540599999999995,Low usage - normal
0.372,0.3719799999999999,Low usage - normal
0.352,0.35173999999999994,Low usage - normal
0.368,0.36861999999999967,Low usage - normal
0.35,0.3501800000000004,Low usage - normal
0.368,0.3675999999999997,Low usage - normal
0.358,0.35857999999999984,Low usage - normal
0.272,0.2717599999999998,Low usage - normal
0.276,0.27384000000000036,Low usage - normal
0.26,0.25926000000000005,Low usage - normal
0.278,0.2781799999999998,Low usage - normal
0.258,0.25801999999999947,Low usage - normal
0.278,0.27801999999999966,Low usage - normal
0.32,0.3213000000000003,Low usage - normal
0.356,0.3542400000000003,Low usage - normal
0.334,0.3344999999999996,Low usage - normal
0.352,0.35203999999999985,Low usage - normal
0.334,0.3337199999999999,Low usage - normal
0.35,0.35022000000000053,Low usage - normal
0.33,0.32989999999999925,Low usage - normal
0.348,0.34797999999999957,Low usage - normal
0.328,0.3279999999999997,Low usage - normal
0.346,0.3460399999999998,Low usage - normal
0.326,0.3260000000000003,Low usage - normal
0.32,0.31989999999999985,Low usage - normal
0.256,0.2553000000000002,Low usage - normal
0.274,0.27278000000000024,Low usage - normal
0.254,0.2540200000000003,Low usage - normal
0.254,0.2539400000000002,Low usage - normal
0.254,0.2539999999999997,Low usage - normal
0.254,0.2539999999999997,Low usage - normal
0.254,0.2539999999999997,Low usage - normal
0.254,0.2539999999999997,Low usage - normal
0.256,0.25600000000000017,Low usage - normal
0.256,0.25600000000000017,Low usage - normal
0.254,0.2540000000000008,Low usage - normal
0.254,0.25400000000000067,Low usage - normal
0.252,0.2519999999999996,Low usage - normal
0.252,0.25199999999999956,Low usage - normal
0.31,0.31092,Low usage - normal
0.364,0.3625399999999997,Low usage - normal
0.36,0.35997999999999986,Low usage - normal
0.358,0.3580000000000001,Low usage - normal
0.362,0.3623799999999996,Low usage - normal
0.366,0.3662599999999997,Low usage - normal
0.362,0.36205999999999955,Low usage - normal
0.36,0.3599999999999995,Low usage - normal
0.358,0.35800000000000004,Low usage - normal
0.356,0.3560000000000006,Low usage - normal
0.356,0.35600000000000065,Low usage - normal
0.356,0.35600000000000087,Low usage - normal
0.356,0.35600000000000087,Low usage - normal
0.358,0.3580000000000001,Low usage - normal
0.356,0.35600000000000087,Low usage - normal
0.356,0.3560000000000007,Low usage - normal
0.396,0.39690000000000025,Low usage - normal
1.464,1.4609200000000002,Moderate usage - monitor
1.466,1.4766399999999993,Moderate usage - monitor
1.374,1.3757600000000003,Moderate usage - monitor
1.354,1.3603400000000005,Moderate usage - monitor
1.346,1.346900000000001,Moderate usage - monitor
1.334,1.3347400000000003,Moderate usage - monitor
1.338,1.3377199999999987,Moderate usage - monitor
1.338,1.338019999999997,Moderate usage - monitor
1.418,1.4162799999999995,Moderate usage - monitor
1.418,1.4158200000000007,Moderate usage - monitor
1.414,1.4139999999999997,Moderate usage - monitor
1.422,1.4220199999999985,Moderate usage - monitor
1.436,1.4347999999999994,Moderate usage - monitor
1.436,1.4369799999999997,Moderate usage - monitor
1.434,1.4339999999999984,Moderate usage - monitor
1.434,1.4339999999999984,Moderate usage - monitor
1.42,1.4205999999999994,Moderate usage - monitor
1.414,1.4130400000000016,Moderate usage - monitor
1.416,1.416039999999998,Moderate usage - monitor
1.408,1.4080799999999996,Moderate usage - monitor
1.358,1.35926,Moderate usage - monitor
1.36,1.3592000000000002,Moderate usage - monitor
1.364,1.3640400000000017,Moderate usage - monitor
1.376,1.3754199999999996,Moderate usage - monitor
